"Code ROME";"libellé métier onisep";"lien site onisep.fr";"Lib_ROME_FT";"lien site FT";"transitionEcologique";"transitionEcologiqueDetaillee";"transitionNumerique";"transitionDemographique"
"D1201";"antiquaire";"https://www.onisep.fr/http/redirection/metier/slug/MET.395";"Brocanteur / Brocanteuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1201";"Non";"";"Non";"Non"
"D1202";"coiffeur / coiffeuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.39";"Coiffeur / Coiffeuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1202";"Non";"";"Non";"Non"
"D1203";"agent hydrothermal / agente hydrothermale";"https://www.onisep.fr/http/redirection/metier/slug/MET.790";"Agent thermal / Agente thermale";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1203";"Non";"";"Non";"Non"
"D1204";"";"";"Loueur / Loueuse de véhicules";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1204";"Non";"";"Non";"Non"
"D1205";"employé / employée de pressing";"https://www.onisep.fr/http/redirection/metier/slug/MET.708";"Employé / Employée de pressing";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1205";"Non";"";"Non";"Non"
"D1206";"cordonnier / cordonnière";"https://www.onisep.fr/http/redirection/metier/slug/MET.425";"Cordonnier / Cordonnière";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1206";"Non";"";"Non";"Non"
"D1207";"retoucheur / retoucheuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.640";"Retoucheur / Retoucheuse en habillement";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1207";"Non";"";"Non";"Non"
"D1208";"esthéticien-cosméticien / esthéticienne-cosméticienne";"https://www.onisep.fr/http/redirection/metier/slug/MET.448";"Esthéticien / Esthéticienne";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1208";"Non";"";"Non";"Non"
"D1209";"fleuriste";"https://www.onisep.fr/http/redirection/metier/slug/MET.18";"Fleuriste";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1209";"Non";"";"Non";"Non"
"D1210";"vendeur / vendeuse en animalerie";"https://www.onisep.fr/http/redirection/metier/slug/MET.794";"Vendeur / Vendeuse en animalerie";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1210";"Non";"";"Non";"Non"
"D1211";"libraire";"https://www.onisep.fr/http/redirection/metier/slug/MET.269";"Vendeur / Vendeuse d'articles de sport et loisirs";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1211";"Non";"";"Non";"Non"
"D1211";"kiosquier / kiosquière";"https://www.onisep.fr/http/redirection/metier/slug/MET.7833";"Vendeur / Vendeuse d'articles de sport et loisirs";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1211";"Non";"";"Non";"Non"
"D1212";"vendeur-magasinier / vendeuse-magasinière en fournitures automobiles";"https://www.onisep.fr/http/redirection/metier/slug/MET.317";"Vendeur / Vendeuse en équipement de la maison";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1212";"Non";"";"Non";"Non"
"D1212";"vendeur / vendeuse en micro-informatique et multimédia";"https://www.onisep.fr/http/redirection/metier/slug/MET.594";"Vendeur / Vendeuse en équipement de la maison";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1212";"Non";"";"Non";"Non"
"D1212";"vendeur spécialisé en bricolage / vendeuse spécialisée en bricolage";"https://www.onisep.fr/http/redirection/metier/slug/MET.857";"Vendeur / Vendeuse en équipement de la maison";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1212";"Non";"";"Non";"Non"
"D1213";"";"";"Vendeur / Vendeuse grossiste de matériels et équipements";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1213";"Non";"";"Non";"Non"
"D1214";"";"";"Vendeur / Vendeuse en prêt-à-porter";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1214";"Non";"";"Non";"Non"
"D1301";"";"";"Responsable de magasin";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1301";"Non";"";"Non";"Non"
"D1401";"assistant commercial / assistante commerciale";"https://www.onisep.fr/http/redirection/metier/slug/MET.28";"Assistant commercial / Assistante commerciale";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1401";"Non";"";"Oui";"Oui"
"D1402";"attaché commercial / attachée commerciale";"https://www.onisep.fr/http/redirection/metier/slug/MET.267";"Commercial / Commerciale grands comptes et entreprises";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1402";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"D1402";"commercial / commerciale export";"https://www.onisep.fr/http/redirection/metier/slug/MET.453";"Commercial / Commerciale grands comptes et entreprises";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1402";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"D1403";"";"";"Commercial / Commerciale auprès des particuliers";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1403";"Non";"";"Non";"Non"
"D1404";"";"";"Commercial / Commerciale en automobiles";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1404";"Non";"";"Non";"Non"
"D1405";"visiteur médical / visiteuse médicale";"https://www.onisep.fr/http/redirection/metier/slug/MET.418";"Délégué médical / Déléguée médicale";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1405";"Non";"";"Non";"Non"
"D1406";"chef / cheffe des ventes";"https://www.onisep.fr/http/redirection/metier/slug/MET.541";"Chef / Cheffe des ventes";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1406";"Non";"";"Non";"Non"
"D1407";"ingénieur technico-commercial / ingénieure technico-commerciale en chimie";"https://www.onisep.fr/http/redirection/metier/slug/MET.826";"Technico-commercial / Technico-commerciale";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1407";"Oui";"EMPLOI_STRATEGIQUE";"Oui";"Oui"
"D1407";"ingénieur technico-commercial / ingénieure technico-commerciale en informatique";"https://www.onisep.fr/http/redirection/metier/slug/MET.204";"Technico-commercial / Technico-commerciale";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1407";"Oui";"EMPLOI_STRATEGIQUE";"Oui";"Oui"
"D1407";"ingénieur technico-commercial / ingénieure technico-commerciale";"https://www.onisep.fr/http/redirection/metier/slug/MET.74";"Technico-commercial / Technico-commerciale";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1407";"Oui";"EMPLOI_STRATEGIQUE";"Oui";"Oui"
"D1407";"ingénieur technico-commercial / ingénieure technico-commerciale en électronique";"https://www.onisep.fr/http/redirection/metier/slug/MET.104";"Technico-commercial / Technico-commerciale";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1407";"Oui";"EMPLOI_STRATEGIQUE";"Oui";"Oui"
"D1407";"technico-commercial / technico-commerciale en agroalimentaire";"https://www.onisep.fr/http/redirection/metier/slug/MET.548";"Technico-commercial / Technico-commerciale";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1407";"Oui";"EMPLOI_STRATEGIQUE";"Oui";"Oui"
"D1408";"télévendeur / télévendeuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.762";"Téléconseiller / Téléconseillère";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1408";"Non";"";"Non";"Non"
"D1501";"";"";"Animateur / Animatrice des ventes";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1501";"Non";"";"Oui";"Oui"
"D1502";"";"";"Chef / Cheffe de rayon alimentaire";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1502";"Non";"";"Non";"Non"
"D1503";"";"";"Chef / Cheffe de rayon de produits non alimentaires";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1503";"Non";"";"Non";"Non"
"D1504";"directeur / directrice de magasin à grande surface";"https://www.onisep.fr/http/redirection/metier/slug/MET.542";"Directeur / Directrice de magasin";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1504";"Non";"";"Non";"Non"
"D1505";"caissier / caissière";"https://www.onisep.fr/http/redirection/metier/slug/MET.151";"Caissier / Caissière";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1505";"Non";"";"Non";"Non"
"D1506";"marchandiseur / marchandiseuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.150";"Marchandiseur / Marchandiseuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1506";"Non";"";"Non";"Non"
"D1507";"";"";"Employé / Employée de libre-service";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1507";"Non";"";"Non";"Non"
"D1508";"";"";"Responsable de caisses";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1508";"Non";"";"Non";"Non"
"D1509";"";"";"Responsable de département en grande distribution";"https://candidat.francetravail.fr/metierscope/fiche-metier/D1509";"Non";"";"Non";"Non"
"E1101";"community manager";"https://www.onisep.fr/http/redirection/metier/slug/MET.93";"Community manager";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1101";"Non";"";"Oui";"Non"
"E1101";"animateur / animatrice de site web";"https://www.onisep.fr/http/redirection/metier/slug/MET.7814";"Community manager";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1101";"Non";"";"Oui";"Non"
"E1102";"scénariste";"https://www.onisep.fr/http/redirection/metier/slug/MET.754";"Écrivain / Écrivaine";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1102";"Non";"";"Non";"Non"
"E1102";"écrivain / écrivaine";"https://www.onisep.fr/http/redirection/metier/slug/MET.463";"Écrivain / Écrivaine";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1102";"Non";"";"Non";"Non"
"E1102";"écrivain / écrivaine public";"https://www.onisep.fr/http/redirection/metier/slug/MET.477";"Écrivain / Écrivaine";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1102";"Non";"";"Non";"Non"
"E1103";"chargé / chargée de projet événementiel";"https://www.onisep.fr/http/redirection/metier/slug/MET.473";"Chargé / Chargée de communication";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1103";"Non";"";"Oui";"Non"
"E1103";"chef / cheffe de projet communication digitale";"https://www.onisep.fr/http/redirection/metier/slug/MET.802";"Chargé / Chargée de communication";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1103";"Non";"";"Oui";"Non"
"E1103";"rédacteur / rédactrice on line";"https://www.onisep.fr/http/redirection/metier/slug/MET.334";"Chargé / Chargée de communication";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1103";"Non";"";"Oui";"Non"
"E1103";"attaché / attachée de presse";"https://www.onisep.fr/http/redirection/metier/slug/MET.879";"Chargé / Chargée de communication";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1103";"Non";"";"Oui";"Non"
"E1103";"chargé / chargée des relations publiques";"https://www.onisep.fr/http/redirection/metier/slug/MET.314";"Chargé / Chargée de communication";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1103";"Non";"";"Oui";"Non"
"E1103";"chargé / chargée de communication interne";"https://www.onisep.fr/http/redirection/metier/slug/MET.66";"Chargé / Chargée de communication";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1103";"Non";"";"Oui";"Non"
"E1104";"concepteur-rédacteur / conceptrice-rédactrice";"https://www.onisep.fr/http/redirection/metier/slug/MET.316";"Concepteur / Conceptrice de contenus multimedia";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1104";"Non";"";"Non";"Non"
"E1104";"concepteur / conceptrice de jeux vidéo";"https://www.onisep.fr/http/redirection/metier/slug/MET.885";"Concepteur / Conceptrice de contenus multimedia";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1104";"Non";"";"Non";"Non"
"E1104";"webmestre";"https://www.onisep.fr/http/redirection/metier/slug/MET.422";"Concepteur / Conceptrice de contenus multimedia";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1104";"Non";"";"Non";"Non"
"E1104";"concepteur / conceptrice de niveaux de jeu web";"https://www.onisep.fr/http/redirection/metier/slug/MET.823";"Concepteur / Conceptrice de contenus multimedia";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1104";"Non";"";"Non";"Non"
"E1104";"concepteur / conceptrice multimédia";"https://www.onisep.fr/http/redirection/metier/slug/MET.564";"Concepteur / Conceptrice de contenus multimedia";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1104";"Non";"";"Non";"Non"
"E1104";"directeur / directrice artistique";"https://www.onisep.fr/http/redirection/metier/slug/MET.537";"Concepteur / Conceptrice de contenus multimedia";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1104";"Non";"";"Non";"Non"
"E1105";"secrétaire d'édition";"https://www.onisep.fr/http/redirection/metier/slug/MET.67";"Éditeur / Éditrice";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1105";"Non";"";"Non";"Non"
"E1105";"éditeur / éditrice";"https://www.onisep.fr/http/redirection/metier/slug/MET.678";"Éditeur / Éditrice";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1105";"Non";"";"Non";"Non"
"E1106";"secrétaire de rédaction";"https://www.onisep.fr/http/redirection/metier/slug/MET.46";"Journaliste";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1106";"Non";"";"Non";"Non"
"E1106";"journaliste radio et TV";"https://www.onisep.fr/http/redirection/metier/slug/MET.253";"Journaliste";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1106";"Non";"";"Non";"Non"
"E1106";"journaliste reporter d'images";"https://www.onisep.fr/http/redirection/metier/slug/MET.677";"Journaliste";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1106";"Non";"";"Non";"Non"
"E1106";"rédacteur / rédactrice en chef";"https://www.onisep.fr/http/redirection/metier/slug/MET.901";"Journaliste";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1106";"Non";"";"Non";"Non"
"E1106";"reporter-photographe / reportrice-photographe";"https://www.onisep.fr/http/redirection/metier/slug/MET.586";"Journaliste";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1106";"Non";"";"Non";"Non"
"E1106";"journaliste";"https://www.onisep.fr/http/redirection/metier/slug/MET.45";"Journaliste";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1106";"Non";"";"Non";"Non"
"E1106";"critique d'art";"https://www.onisep.fr/http/redirection/metier/slug/MET.112";"Journaliste";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1106";"Non";"";"Non";"Non"
"E1107";"";"";"Chef / Cheffe de projet événementiel";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1107";"Non";"";"Oui";"Oui"
"E1108";"codeur / codeuse en langue française parlée complétée (LfPC)";"https://www.onisep.fr/http/redirection/metier/slug/MET.7899";"Traducteur / Traductrice";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1108";"Non";"";"Non";"Non"
"E1108";"traducteur-interprète / traductrice-interprète";"https://www.onisep.fr/http/redirection/metier/slug/MET.768";"Traducteur / Traductrice";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1108";"Non";"";"Non";"Non"
"E1108";"interprète de l'écrit";"https://www.onisep.fr/http/redirection/metier/slug/MET.7898";"Traducteur / Traductrice";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1108";"Non";"";"Non";"Non"
"E1108";"traducteur / traductrice français écrit / LSF";"https://www.onisep.fr/http/redirection/metier/slug/MET.7902";"Traducteur / Traductrice";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1108";"Non";"";"Non";"Non"
"E1108";"intermédiateur / intermédiatrice LSF";"https://www.onisep.fr/http/redirection/metier/slug/MET.7903";"Traducteur / Traductrice";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1108";"Non";"";"Non";"Non"
"E1108";"traducteur / traductrice technique";"https://www.onisep.fr/http/redirection/metier/slug/MET.354";"Traducteur / Traductrice";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1108";"Non";"";"Non";"Non"
"E1108";"interprète français / LSF (langue des signes française)";"https://www.onisep.fr/http/redirection/metier/slug/MET.7744";"Traducteur / Traductrice";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1108";"Non";"";"Non";"Non"
"E1201";"photographe";"https://www.onisep.fr/http/redirection/metier/slug/MET.883";"Photographe";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1201";"Non";"";"Non";"Non"
"E1202";"";"";"Employé / Employée de laboratoire cinématographique";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1202";"Non";"";"Non";"Non"
"E1203";"";"";"Développeur / Développeuse de photographies";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1203";"Non";"";"Non";"Non"
"E1204";"projectionniste";"https://www.onisep.fr/http/redirection/metier/slug/MET.147";"Projectionniste";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1204";"Non";"";"Non";"Non"
"E1205";"maquettiste";"https://www.onisep.fr/http/redirection/metier/slug/MET.536";"Graphiste";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1205";"Non";"";"Oui";"Non"
"E1205";"designer graphique";"https://www.onisep.fr/http/redirection/metier/slug/MET.5";"Graphiste";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1205";"Non";"";"Oui";"Non"
"E1205";"webdesigner";"https://www.onisep.fr/http/redirection/metier/slug/MET.450";"Graphiste";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1205";"Non";"";"Oui";"Non"
"E1205";"designer d'interaction";"https://www.onisep.fr/http/redirection/metier/slug/MET.928";"Graphiste";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1205";"Non";"";"Oui";"Non"
"E1205";"UX designer";"https://www.onisep.fr/http/redirection/metier/slug/MET.936";"Graphiste";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1205";"Non";"";"Oui";"Non"
"E1205";"dessinateur / dessinatrice de BD";"https://www.onisep.fr/http/redirection/metier/slug/MET.693";"Graphiste";"https://candidat.francetravail.fr/metierscope/fiche-metier/E1205";"Non";"";"Oui";"Non"
